Date1,Answer1,Interval,Ease factor,Time to answer1,Review type1,Date2,Answer2,Time to answer2,Review type2,Card ID
2023-04-08 07:37:38,3,50,2.6,22.928,Review,2023-05-28 06:52:14,3,6.349,Review,1644119361324
2023-03-06 00:07:01,1,0.0006944444444444445,0.0,8.901,Learn,2023-03-06 00:07:12,3,4.708,Learn,1644119361326
2023-03-06 00:07:12,3,0.006944444444444444,0.0,4.708,Learn,2023-03-06 00:07:28,3,8.509,Learn,1644119361326
2023-03-06 00:07:28,3,0.125,0.0,8.509,Learn,2023-03-06 07:28:12,3,12.45,Learn,1644119361326
2023-03-06 07:28:12,3,1,2.6,12.45,Learn,2023-03-07 09:45:16,1,9.305,Review,1644119361326
2023-03-07 09:45:16,1,0.006944444444444444,2.4,9.305,Review,2023-03-07 09:52:30,3,5.372,Relearn,1644119361326
2023-03-07 09:52:30,3,0.020833333333333332,2.4,5.372,Relearn,2023-03-07 20:25:47,3,5.469,Relearn,1644119361326
2023-03-07 20:25:47,3,0.25,2.4,5.469,Relearn,2023-03-08 07:26:32,3,4.001,Relearn,1644119361326
2023-03-08 07:26:32,3,1,2.4,4.001,Relearn,2023-03-09 19:27:10,3,5.46,Review,1644119361326
2023-03-09 19:27:10,3,3,2.4,5.46,Review,2023-03-12 09:18:35,1,7.349,Review,1644119361326
2023-03-12 09:18:35,1,0.006944444444444444,2.2,7.349,Review,2023-03-12 09:26:46,3,5.506,Relearn,1644119361326
2023-03-12 09:26:46,3,0.020833333333333332,2.2,5.506,Relearn,2023-03-12 09:41:00,3,4.303,Relearn,1644119361326
2023-03-12 09:41:00,3,0.25,2.2,4.303,Relearn,2023-03-12 16:56:50,3,3.863,Relearn,1644119361326
2023-03-12 16:56:50,3,1,2.2,3.863,Relearn,2023-03-13 07:04:33,3,3.922,Review,1644119361326
2023-03-13 07:04:33,3,3,2.2,3.922,Review,2023-03-16 06:27:00,3,3.467,Review,1644119361326
2023-03-16 06:27:00,3,6,2.2,3.467,Review,2023-03-22 06:22:40,1,4.984,Review,1644119361326
2023-03-22 06:22:40,1,0.006944444444444444,2.0,4.984,Review,2023-03-22 06:29:16,3,4.435,Relearn,1644119361326
2023-03-22 06:29:16,3,0.020833333333333332,2.0,4.435,Relearn,2023-03-22 23:17:07,3,4.171,Relearn,1644119361326
2023-03-22 23:17:07,3,0.25,2.0,4.171,Relearn,2023-03-23 06:54:06,3,6.03,Relearn,1644119361326
2023-03-23 06:54:06,3,1,2.0,6.03,Relearn,2023-03-24 05:28:04,3,4.122,Review,1644119361326
2023-03-24 05:28:04,3,3,2.0,4.122,Review,2023-03-27 07:10:46,3,4.368,Review,1644119361326
2023-03-27 07:10:46,3,7,2.0,4.368,Review,2023-04-03 07:37:21,3,4.879,Review,1644119361326
2023-04-03 07:37:21,3,14,2.0,4.879,Review,2023-04-17 06:45:50,1,4.604,Review,1644119361326
2023-04-17 06:45:50,1,0.006944444444444444,1.8,4.604,Review,2023-04-17 06:51:30,3,2.72,Relearn,1644119361326
2023-04-17 06:51:30,3,0.020833333333333332,1.8,2.72,Relearn,2023-04-17 07:04:36,3,3.603,Relearn,1644119361326
2023-04-17 07:04:36,3,0.25,1.8,3.603,Relearn,2023-04-17 12:50:05,3,3.664,Relearn,1644119361326
2023-04-17 12:50:05,3,1,1.8,3.664,Relearn,2023-04-18 13:36:53,3,3.235,Review,1644119361326
2023-04-18 13:36:53,3,3,1.8,3.235,Review,2023-04-21 07:38:55,3,2.779,Review,1644119361326
2023-04-21 07:38:55,3,5,1.8,2.779,Review,2023-04-26 06:09:16,3,6.15,Review,1644119361326
2023-04-26 06:09:16,3,8,1.8,6.15,Review,2023-05-04 07:20:28,4,3.629,Review,1644119361326
2023-05-04 07:20:28,4,19,1.95,3.629,Review,2023-05-23 06:20:42,1,5.567,Review,1644119361326
2023-05-23 06:20:42,1,0.0006944444444444445,1.75,5.567,Review,2023-05-23 06:21:59,3,4.476,Relearn,1644119361326
2023-05-23 06:21:59,3,0.006944444444444444,1.75,4.476,Relearn,2023-05-23 06:32:46,3,4.289,Relearn,1644119361326
2023-05-23 06:32:46,3,0.041666666666666664,1.75,4.289,Relearn,2023-05-23 07:53:33,3,3.633,Relearn,1644119361326
2023-05-23 07:53:33,3,0.16666666666666666,1.75,3.633,Relearn,2023-05-23 21:16:45,3,2.896,Relearn,1644119361326
2023-05-23 21:16:45,3,1,1.75,2.896,Relearn,2023-05-24 06:28:19,4,5.361,Review,1644119361326
2023-05-24 06:28:19,4,4,1.9,5.361,Review,2023-05-28 06:56:25,3,3.385,Review,1644119361326
2023-05-28 06:56:25,3,6,1.9,3.385,Review,2023-06-03 07:46:21,3,4.507,Review,1644119361326
2023-06-03 07:46:21,3,12,1.9,4.507,Review,2023-06-15 06:58:35,4,10.549,Review,1644119361326
2023-03-06 07:39:48,1,0.0006944444444444445,0.0,22.02,Learn,2023-03-06 07:47:16,3,9.201,Learn,1644119361328
2023-03-06 07:47:16,3,0.006944444444444444,0.0,9.201,Learn,2023-03-06 21:24:53,3,3.958,Learn,1644119361328
2023-03-06 21:24:53,3,0.125,0.0,3.958,Learn,2023-03-07 09:44:51,3,3.518,Learn,1644119361328
2023-03-07 09:44:51,3,1,2.6,3.518,Learn,2023-03-08 07:26:46,3,2.942,Review,1644119361328
2023-03-08 07:26:46,3,3,2.6,2.942,Review,2023-03-11 07:14:18,3,4.414,Review,1644119361328
2023-03-11 07:14:18,3,6,2.6,4.414,Review,2023-03-17 08:00:16,1,4.918,Review,1644119361328
2023-03-17 08:00:16,1,0.006944444444444444,2.4,4.918,Review,2023-03-17 08:06:51,1,31.031,Relearn,1644119361328
2023-03-17 08:06:51,1,0.006944444444444444,2.4,31.031,Relearn,2023-03-17 08:07:19,3,3.855,Relearn,1644119361328
2023-03-17 08:07:19,3,0.020833333333333332,2.4,3.855,Relearn,2023-03-17 08:56:18,3,4.165,Relearn,1644119361328
2023-03-17 08:56:18,3,0.25,2.4,4.165,Relearn,2023-03-17 22:50:25,3,6.48,Relearn,1644119361328
2023-03-17 22:50:25,3,1,2.4,6.48,Relearn,2023-03-18 05:07:22,3,3.294,Review,1644119361328
2023-03-18 05:07:22,3,3,2.4,3.294,Review,2023-03-21 09:11:31,3,4.324,Review,1644119361328
2023-03-21 09:11:31,3,6,2.4,4.324,Review,2023-03-27 11:37:00,4,4.169,Review,1644119361328
2023-03-27 11:37:00,4,16,2.55,4.169,Review,2023-04-12 06:41:54,3,7.044,Review,1644119361328
2023-04-12 06:41:54,3,39,2.55,7.044,Review,2023-05-21 07:53:40,3,3.415,Review,1644119361328
2023-03-06 07:39:59,1,0.0006944444444444445,0.0,10.597,Learn,2023-03-06 07:48:55,3,9.887,Learn,1644119361330
2023-03-06 07:48:55,3,0.006944444444444444,0.0,9.887,Learn,2023-03-06 21:24:57,3,4.251,Learn,1644119361330
2023-03-06 21:24:57,3,0.125,0.0,4.251,Learn,2023-03-07 08:59:54,3,6.34,Learn,1644119361330
2023-03-07 08:59:54,3,1,2.6,6.34,Learn,2023-03-08 07:26:59,3,4.902,Review,1644119361330
2023-03-08 07:26:59,3,3,2.6,4.902,Review,2023-03-11 07:12:55,3,6.983,Review,1644119361330
2023-03-11 07:12:55,3,8,2.6,6.983,Review,2023-03-19 11:10:23,3,8.841,Review,1644119361330
2023-03-19 11:10:23,3,21,2.6,8.841,Review,2023-04-09 09:12:45,3,3.403,Review,1644119361330
2023-04-09 09:12:45,3,50,2.6,3.403,Review,2023-05-29 07:02:39,4,5.135,Review,1644119361330
2023-03-06 07:49:26,1,0.0006944444444444445,0.0,6.915,Learn,2023-03-06 21:24:39,1,7.694,Learn,1644119361332
2023-03-06 21:24:39,1,0.0006944444444444445,0.0,7.694,Learn,2023-03-06 21:25:13,3,5.464,Learn,1644119361332
2023-03-06 21:25:13,3,0.006944444444444444,0.0,5.464,Learn,2023-03-06 21:25:31,3,4.734,Learn,1644119361332
2023-03-06 21:25:31,3,0.125,0.0,4.734,Learn,2023-03-07 09:44:59,3,5.042,Learn,1644119361332
2023-03-07 09:44:59,3,1,2.6,5.042,Learn,2023-03-08 07:26:43,3,7.971,Review,1644119361332
2023-03-08 07:26:43,3,3,2.6,7.971,Review,2023-03-11 07:15:27,3,4.827,Review,1644119361332
2023-03-11 07:15:27,3,9,2.6,4.827,Review,2023-03-20 07:08:36,1,6.615,Review,1644119361332
2023-03-20 07:08:36,1,0.006944444444444444,2.4,6.615,Review,2023-03-20 07:14:10,3,4.277,Relearn,1644119361332
2023-03-20 07:14:10,3,0.020833333333333332,2.4,4.277,Relearn,2023-03-20 07:36:24,3,5.812,Relearn,1644119361332
2023-03-20 07:36:24,3,0.25,2.4,5.812,Relearn,2023-03-20 21:25:46,3,8.602,Relearn,1644119361332
2023-03-20 21:25:46,3,1,2.4,8.602,Relearn,2023-03-21 09:11:36,4,4.985,Review,1644119361332
2023-03-21 09:11:36,4,4,2.55,4.985,Review,2023-03-25 09:33:10,3,4.301,Review,1644119361332
2023-03-25 09:33:10,3,9,2.55,4.301,Review,2023-04-03 07:37:16,3,6.834,Review,1644119361332
2023-04-03 07:37:16,3,23,2.55,6.834,Review,2023-04-26 06:08:46,4,4.42,Review,1644119361332
2023-03-06 07:49:54,1,0.0006944444444444445,0.0,7.737,Learn,2023-03-06 21:24:49,3,9.995,Learn,1644119361335
2023-03-06 21:24:49,3,0.006944444444444444,0.0,9.995,Learn,2023-03-06 21:25:23,3,4.691,Learn,1644119361335
2023-03-06 21:25:23,3,0.125,0.0,4.691,Learn,2023-03-07 09:44:54,3,2.473,Learn,1644119361335
2023-03-07 09:44:54,3,1,2.6,2.473,Learn,2023-03-08 07:27:02,3,2.48,Review,1644119361335
2023-03-08 07:27:02,3,3,2.6,2.48,Review,2023-03-11 07:12:38,3,2.801,Review,1644119361335
2023-03-11 07:12:38,3,6,2.6,2.801,Review,2023-03-17 08:02:37,4,2.811,Review,1644119361335
2023-03-17 08:02:37,4,22,2.75,2.811,Review,2023-04-08 07:33:52,3,5.821,Review,1644119361335
2023-04-08 07:33:52,3,61,2.75,5.821,Review,2023-06-08 09:26:41,1,6.249,Review,1644119361335
2023-06-08 09:26:41,1,0.0006944444444444445,2.55,6.249,Review,2023-06-08 09:28:12,3,2.545,Relearn,1644119361335
2023-06-08 09:28:12,3,0.006944444444444444,2.55,2.545,Relearn,2023-06-08 09:40:15,3,2.32,Relearn,1644119361335
2023-06-08 09:40:15,3,0.041666666666666664,2.55,2.32,Relearn,2023-06-08 11:22:48,3,2.698,Relearn,1644119361335
2023-06-08 11:22:48,3,0.16666666666666666,2.55,2.698,Relearn,2023-06-08 16:03:28,3,2.138,Relearn,1644119361335
2023-06-08 16:03:28,3,1,2.55,2.138,Relearn,2023-06-09 06:31:30,3,1.896,Review,1644119361335
2023-06-09 06:31:30,3,3,2.55,1.896,Review,2023-06-12 06:50:08,3,3.25,Review,1644119361335
2023-06-12 06:50:08,3,5,2.55,3.25,Review,2023-06-17 04:59:38,4,4.222,Review,1644119361335
2023-06-17 04:59:38,4,16,2.7,4.222,Review,2023-07-03 07:48:00,4,6.747,Review,1644119361335
2023-03-06 21:25:07,1,0.0006944444444444445,0.0,10.396,Learn,2023-03-06 21:25:18,3,5.611,Learn,1644119361338
2023-03-06 21:25:18,3,0.006944444444444444,0.0,5.611,Learn,2023-03-06 21:25:26,3,3.34,Learn,1644119361338
2023-03-06 21:25:26,3,0.125,0.0,3.34,Learn,2023-03-07 09:44:48,3,5.73,Learn,1644119361338
2023-03-07 09:44:48,3,1,2.6,5.73,Learn,2023-03-08 07:27:13,3,3.07,Review,1644119361338
2023-03-08 07:27:13,3,3,2.6,3.07,Review,2023-03-11 07:14:23,3,4.68,Review,1644119361338
2023-03-11 07:14:23,3,6,2.6,4.68,Review,2023-03-17 08:02:58,4,3.565,Review,1644119361338
2023-03-17 08:02:58,4,20,2.75,3.565,Review,2023-04-06 07:35:40,3,3.514,Review,1644119361338
2023-04-06 07:35:40,3,53,2.75,3.514,Review,2023-05-29 07:02:33,4,4.892,Review,1644119361338
2023-03-07 09:47:11,3,0.006944444444444444,0.0,5.925,Learn,2023-03-07 09:52:50,3,4.084,Learn,1644119361339
2023-03-07 09:52:50,3,0.125,0.0,4.084,Learn,2023-03-07 20:25:50,3,3.163,Learn,1644119361339
2023-03-07 20:25:50,3,1,2.6,3.163,Learn,2023-03-08 07:27:10,3,3.652,Review,1644119361339
2023-03-08 07:27:10,3,3,2.6,3.652,Review,2023-03-11 07:13:28,3,9.032,Review,1644119361339
2023-03-11 07:13:28,3,5,2.6,9.032,Review,2023-03-16 06:27:14,3,4.017,Review,1644119361339
2023-03-16 06:27:14,3,13,2.6,4.017,Review,2023-03-29 07:49:51,3,4.055,Review,1644119361339
2023-03-29 07:49:51,3,31,2.6,4.055,Review,2023-04-29 10:54:21,3,4.817,Review,1644119361339
2023-03-07 09:47:21,1,0.0006944444444444445,0.0,9.181,Learn,2023-03-07 09:48:46,1,7.311,Learn,1644119361341
2023-03-07 09:48:46,1,0.0006944444444444445,0.0,7.311,Learn,2023-03-07 09:51:08,3,4.945,Learn,1644119361341
2023-03-07 09:51:08,3,0.006944444444444444,0.0,4.945,Learn,2023-03-07 09:53:03,3,4.777,Learn,1644119361341
2023-03-07 09:53:03,3,0.125,0.0,4.777,Learn,2023-03-07 20:26:24,3,8.041,Learn,1644119361341
2023-03-07 20:26:24,3,1,2.6,8.041,Learn,2023-03-08 07:27:06,3,4.277,Review,1644119361341
2023-03-08 07:27:06,3,3,2.6,4.277,Review,2023-03-11 07:13:09,3,4.195,Review,1644119361341
2023-03-11 07:13:09,3,6,2.6,4.195,Review,2023-03-17 08:02:30,3,11.809,Review,1644119361341
2023-03-17 08:02:30,3,17,2.6,11.809,Review,2023-04-03 07:33:08,1,8.259,Review,1644119361341
2023-04-03 07:33:08,1,0.006944444444444444,2.4,8.259,Review,2023-04-03 07:41:11,3,5.917,Relearn,1644119361341
2023-04-03 07:41:11,3,0.020833333333333332,2.4,5.917,Relearn,2023-04-03 08:12:42,3,8.742,Relearn,1644119361341
2023-04-03 08:12:42,3,0.25,2.4,8.742,Relearn,2023-04-04 08:20:09,3,3.674,Relearn,1644119361341
2023-04-04 08:20:09,3,1,2.4,3.674,Relearn,2023-04-05 04:35:49,3,9.343,Review,1644119361341
2023-04-05 04:35:49,3,3,2.4,9.343,Review,2023-04-08 07:34:54,3,4.304,Review,1644119361341
2023-04-08 07:34:54,3,8,2.4,4.304,Review,2023-04-16 08:05:39,3,4.042,Review,1644119361341
2023-04-16 08:05:39,3,17,2.4,4.042,Review,2023-05-03 04:51:42,4,4.55,Review,1644119361341
2023-05-03 04:51:42,4,48,2.55,4.55,Review,2023-06-20 08:22:53,3,5.026,Review,1644119361341
2023-03-07 09:48:10,1,0.0006944444444444445,0.0,14.908,Learn,2023-03-07 09:49:26,3,10.172,Learn,1644119361344
2023-03-07 09:49:26,3,0.006944444444444444,0.0,10.172,Learn,2023-03-07 09:52:59,3,3.891,Learn,1644119361344
2023-03-07 09:52:59,3,0.125,0.0,3.891,Learn,2023-03-07 20:26:16,3,10.636,Learn,1644119361344
2023-03-07 20:26:16,3,1,2.6,10.636,Learn,2023-03-08 07:26:54,3,8.714,Review,1644119361344
2023-03-08 07:26:54,3,3,2.6,8.714,Review,2023-03-11 07:13:15,3,6.738,Review,1644119361344
2023-03-11 07:13:15,3,8,2.6,6.738,Review,2023-03-19 11:08:45,3,60.0,Review,1644119361344
2023-03-19 11:08:45,3,18,2.6,60.0,Review,2023-04-06 07:32:53,3,6.786,Review,1644119361344
2023-04-06 07:32:53,3,50,2.6,6.786,Review,2023-05-26 06:47:13,1,47.58,Review,1644119361344
2023-05-26 06:47:13,1,0.0006944444444444445,2.4,47.58,Review,2023-05-26 06:48:13,3,13.51,Relearn,1644119361344
2023-05-26 06:48:13,3,0.006944444444444444,2.4,13.51,Relearn,2023-05-26 07:14:49,3,5.1,Relearn,1644119361344
2023-05-26 07:14:49,3,0.041666666666666664,2.4,5.1,Relearn,2023-05-27 08:08:31,3,7.014,Relearn,1644119361344
2023-05-27 08:08:31,3,0.16666666666666666,2.4,7.014,Relearn,2023-05-27 14:37:11,3,19.127,Relearn,1644119361344
2023-05-27 14:37:11,3,1,2.4,19.127,Relearn,2023-05-28 06:36:27,3,6.474,Review,1644119361344
2023-05-28 06:36:27,3,3,2.4,6.474,Review,2023-05-31 05:28:25,1,27.774,Review,1644119361344
2023-05-31 05:28:25,1,0.0006944444444444445,2.2,27.774,Review,2023-05-31 05:29:26,3,3.871,Relearn,1644119361344
2023-05-31 05:29:26,3,0.006944444444444444,2.2,3.871,Relearn,2023-05-31 05:40:44,3,5.95,Relearn,1644119361344
2023-05-31 05:40:44,3,0.041666666666666664,2.2,5.95,Relearn,2023-05-31 20:37:43,3,3.381,Relearn,1644119361344
2023-05-31 20:37:43,3,0.16666666666666666,2.2,3.381,Relearn,2023-06-01 07:09:28,3,3.901,Relearn,1644119361344
2023-06-01 07:09:28,3,1,2.2,3.901,Relearn,2023-06-02 06:07:08,3,3.636,Review,1644119361344
2023-06-02 06:07:08,3,3,2.2,3.636,Review,2023-06-05 05:50:49,3,8.597,Review,1644119361344
2023-06-05 05:50:49,3,7,2.2,8.597,Review,2023-06-12 07:08:48,3,22.358,Review,1644119361344
2023-06-12 07:08:48,3,17,2.2,22.358,Review,2023-06-29 06:44:10,3,7.667,Review,1644119361344
2023-03-07 09:48:39,1,0.0006944444444444445,0.0,16.93,Learn,2023-03-07 09:51:03,1,6.569,Learn,1644119361353
2023-03-07 09:51:03,1,0.0006944444444444445,0.0,6.569,Learn,2023-03-07 09:52:25,1,10.454,Learn,1644119361353
2023-03-07 09:52:25,1,0.0006944444444444445,0.0,10.454,Learn,2023-03-07 09:52:45,1,15.31,Learn,1644119361353
2023-03-07 09:52:45,1,0.0006944444444444445,0.0,15.31,Learn,2023-03-07 09:52:55,3,5.049,Learn,1644119361353
2023-03-07 09:52:55,3,0.006944444444444444,0.0,5.049,Learn,2023-03-07 09:53:12,3,4.57,Learn,1644119361353
2023-03-07 09:53:12,3,0.125,0.0,4.57,Learn,2023-03-07 20:26:33,1,9.252,Learn,1644119361353
2023-03-07 20:26:33,1,0.0006944444444444445,0.0,9.252,Learn,2023-03-07 20:26:40,3,6.808,Learn,1644119361353
2023-03-07 20:26:40,3,0.006944444444444444,0.0,6.808,Learn,2023-03-07 20:26:50,3,10.033,Learn,1644119361353
2023-03-07 20:26:50,3,0.125,0.0,10.033,Learn,2023-03-08 07:26:28,3,12.272,Learn,1644119361353
2023-03-08 07:26:28,3,1,2.6,12.272,Learn,2023-03-09 19:27:19,3,9.307,Review,1644119361353
2023-03-09 19:27:19,3,3,2.6,9.307,Review,2023-03-12 09:19:56,3,6.733,Review,1644119361353
2023-03-12 09:19:56,3,8,2.6,6.733,Review,2023-03-20 07:07:10,1,6.224,Review,1644119361353
2023-03-20 07:07:10,1,0.006944444444444444,2.4,6.224,Review,2023-03-20 07:14:05,3,5.569,Relearn,1644119361353
2023-03-20 07:14:05,3,0.020833333333333332,2.4,5.569,Relearn,2023-03-20 07:36:18,3,5.989,Relearn,1644119361353
2023-03-20 07:36:18,3,0.25,2.4,5.989,Relearn,2023-03-20 21:25:59,3,12.26,Relearn,1644119361353
2023-03-20 21:25:59,3,1,2.4,12.26,Relearn,2023-03-21 09:11:18,3,4.724,Review,1644119361353
2023-03-21 09:11:18,3,3,2.4,4.724,Review,2023-03-24 05:28:51,3,3.944,Review,1644119361353
2023-03-24 05:28:51,3,5,2.4,3.944,Review,2023-03-29 07:50:33,3,4.229,Review,1644119361353
2023-03-29 07:50:33,3,11,2.4,4.229,Review,2023-04-09 09:12:05,3,8.509,Review,1644119361353
2023-04-09 09:12:05,3,24,2.4,8.509,Review,2023-05-03 04:54:27,3,15.058,Review,1644119361353
2023-05-03 04:54:27,3,56,2.4,15.058,Review,2023-06-28 04:39:48,3,9.881,Review,1644119361353
2023-03-07 09:50:57,1,0.0006944444444444445,0.0,60.0,Learn,2023-03-07 09:52:14,3,60.0,Learn,1644119361361
2023-03-07 09:52:14,3,0.006944444444444444,0.0,60.0,Learn,2023-03-07 09:53:07,3,4.078,Learn,1644119361361
2023-03-07 09:53:07,3,0.125,0.0,4.078,Learn,2023-03-07 20:26:05,3,10.174,Learn,1644119361361
2023-03-07 20:26:05,3,1,2.6,10.174,Learn,2023-03-08 07:26:35,3,2.863,Review,1644119361361
2023-03-08 07:26:35,3,3,2.6,2.863,Review,2023-03-11 07:14:48,3,15.612,Review,1644119361361
2023-03-11 07:14:48,3,7,2.6,15.612,Review,2023-03-18 05:08:21,3,7.815,Review,1644119361361
2023-03-18 05:08:21,3,16,2.6,7.815,Review,2023-04-03 07:37:10,3,4.501,Review,1644119361361
2023-04-03 07:37:10,3,44,2.6,4.501,Review,2023-05-17 09:20:30,3,13.959,Review,1644119361361
2023-03-08 07:27:20,3,0.006944444444444444,0.0,6.967,Learn,2023-03-08 07:28:56,3,3.714,Learn,1644119361362
2023-03-08 07:28:56,3,0.125,0.0,3.714,Learn,2023-03-08 17:33:41,3,3.534,Learn,1644119361362
2023-03-08 17:33:41,3,1,2.6,3.534,Learn,2023-03-09 19:26:54,3,5.428,Review,1644119361362
2023-03-09 19:26:54,3,3,2.6,5.428,Review,2023-03-12 09:18:53,1,10.225,Review,1644119361362
2023-03-12 09:18:53,1,0.006944444444444444,2.4,10.225,Review,2023-03-12 09:26:53,3,7.049,Relearn,1644119361362
2023-03-12 09:26:53,3,0.020833333333333332,2.4,7.049,Relearn,2023-03-12 09:40:56,3,4.362,Relearn,1644119361362
2023-03-12 09:40:56,3,0.25,2.4,4.362,Relearn,2023-03-12 16:56:46,3,4.799,Relearn,1644119361362
2023-03-12 16:56:46,3,1,2.4,4.799,Relearn,2023-03-13 07:04:54,3,3.309,Review,1644119361362
2023-03-13 07:04:54,3,3,2.4,3.309,Review,2023-03-16 06:26:32,3,3.634,Review,1644119361362
2023-03-16 06:26:32,3,5,2.4,3.634,Review,2023-03-21 09:09:50,3,4.076,Review,1644119361362
